id,review_title,score,phrase,reviewer,reviewed_on,review_date,review_id,review_url,game_title,release_date,platform,genre,features,franchise,developer,publisher,game_id,game_url
216,Adios Amoebas,5.5,mediocre,Levi Buchanan,,2003-07-14,72af4cfb-53ae-43ef-9e90-af66aed874a0,/articles/2003/07/14/adios-amoebas,Adios Amoebas,,Wireless,Puzzle,,,,SEGA Mobile,0bf301ba-2c9b-4aa2-9919-32091da80d77,/games/adios-amoebas
217,Adr1ft Review,6,okay,Dan Stapleton,,2016-03-28,91695f35-02c5-4828-8113-0ea1e61c53e2,/articles/2016/03/28/adr1ft-review,Adr1ft,2016-03-28,"['PC', 'Xbox One', 'PlayStation 4']",Adventure,"['HTC Vive VR', 'Oculus Rift VR', 'VR']",,Three One Zero,505 Games,4e67dc74-9843-4d88-8dc0-56be54144e42,/games/adr1ft
218,Adr1ft VR Review,7,good,Dan Stapleton,,2016-03-28,24eb8a54-82d7-4bf1-a098-a420c08f6460,/articles/2016/03/28/adr1ft-vr-review,Adr1ft,2016-03-28,"['PC', 'Xbox One', 'PlayStation 4']",Adventure,"['HTC Vive VR', 'Oculus Rift VR', 'VR']",,Three One Zero,505 Games,4e67dc74-9843-4d88-8dc0-56be54144e42,/games/adr1ft
219,Adrenalin Misfits Kinect Review,5,mediocre,Jack DeVries,,2010-11-04,8160b83e-c2ce-4b59-a0f5-ed11d853a537,/articles/2010/11/04/adrenalin-misfits-kinect-review,Adrenalin Misfits,2010-11-04,Xbox 360,Sports,"['Kinect', 'Number Of Players', 'Local - VS # of Players']",,Konami,Konami,3f0c16e0-6502-44e7-b877-14ecffaf43fe,/games/adrenalin-misfits
220,Advanced Circuits Review,7,good,Lucas M. Thomas,,2010-05-27,7869a4ce-f5cc-4733-86f2-675b2bb427ae,/articles/2010/05/27/advanced-circuits-review,Advanced Circuits,2010-05-24,Nintendo DSi,Puzzle,,,BiP Media,BiP Media,962ea273-5cda-4f79-850f-fc1bb67cfe14,/games/advanced-circuits
221,Advance Guardian Heroes,6,okay,Craig Harris,,2004-09-15,ceb5f85e-e732-46d1-a3d4-8ffd0b7d88ee,/articles/2004/09/15/advance-guardian-heroes,Advance Guardian Heroes,2004-09-14,Game Boy Advance,"['Fighting', 'Action']","['Multi-cartridge Multiplayer', 'Cartridge Save', 'Number Of Players', 'Memory Card']",,Treasure,"['Ubisoft', 'Ingram Entertainment']",aad3a426-9669-49b5-a3f6-4c36a5b84bb6,/games/advance-guardian-heroes
222,Advance Wars,9.9,amazing,Craig Harris,,2001-09-10,d9911514-c143-4e20-abc9-f7c11191942c,/articles/2001/09/10/advance-wars,Advance Wars,2001-09-10,"['Game Boy Advance', 'Wii U']",Strategy,"['Memory Card', 'Multi-cartridge Multiplayer', 'Single-Cartridge Downloadable Multiplayer', 'Offline Versus Multiplayer']","['Wars (Nintendo)', 'Advance Wars']",Intelligent Systems,Nintendo,f37b4e2b-e7d6-497f-b1be-287b11a07f62,/games/advance-wars
223,Advance Wars 2: Black Hole Rising,9,amazing,Craig Harris,,2003-06-20,92c3dc74-0876-4e8c-af1a-69c7863da703,/articles/2003/06/20/advance-wars-2-black-hole-rising,Advance Wars 2: Black Hole Rising,2003-06-23,"['Game Boy Advance', 'Wii U']",Strategy,"['Multi-cartridge Multiplayer', 'Cartridge Save', 'Single-Cartridge Downloadable Multiplayer']","['Wars (Nintendo)', 'Advance Wars']",Intelligent Systems,Nintendo,9b077010-24f7-4992-aa17-795527e74799,/games/advance-wars-2-black-hole-rising
224,Advance Wars: Dark Conflict AU Review,8.7,great,Patrick Kolan,,2008-02-21,7c4bf6eb-6b64-4a30-9688-306010e4f330,/articles/2008/02/21/advance-wars-dark-conflict-au-review,Advance Wars: Days of Ruin,2008-01-21,Nintendo DS,Strategy,"['Downloadable Content', 'Online', 'Mic/Headset Voice', 'Multi-cartridge Multiplayer', 'Cartridge Save', 'Offline Versus Multiplayer', 'Online Versus Multiplayer']","['Wars (Nintendo)', 'Advance Wars']",Intelligent Systems,Nintendo,4e244b04-91b1-4cc0-a72d-efe2d66a4a4f,/games/advance-wars-days-of-ruin
225,Advance Wars: Days of Ruin Review,8.6,great,Daemon Hatfield,,2008-01-21,080202d7-ae06-41db-84e9-e101c6dc7e03,/articles/2008/01/21/advance-wars-days-of-ruin-review,Advance Wars: Days of Ruin,2008-01-21,Nintendo DS,Strategy,"['Downloadable Content', 'Online', 'Mic/Headset Voice', 'Multi-cartridge Multiplayer', 'Cartridge Save', 'Offline Versus Multiplayer', 'Online Versus Multiplayer']","['Wars (Nintendo)', 'Advance Wars']",Intelligent Systems,Nintendo,4e244b04-91b1-4cc0-a72d-efe2d66a4a4f,/games/advance-wars-days-of-ruin
226,Advance Wars: Dual Strike,9,amazing,Craig Harris,,2005-08-19,16371500-d5b2-490a-ab26-ffb6f8c65315,/articles/2005/08/19/advance-wars-dual-strike,Advance Wars: Dual Strike,2005-08-22,"['Nintendo DS', 'Wii U']",Strategy,,"['Wars (Nintendo)', 'Advance Wars']",Intelligent Systems,Nintendo,183ee1ee-4a03-4099-91d5-a4ed745620a3,/games/advance-wars-dual-strike
227,Advent Rising,7.8,good,,,2005-06-01,2e9126e0-1a23-4ef2-8489-9463e5820f40,/articles/2005/06/01/advent-rising-2,Advent Rising,2005-05-31,"['Xbox', 'PC']",Action,Dolby Digital 5.1,,GlyphX Inc.,Majesco,68186260-7515-48cc-b1a2-839cbc261396,/games/advent-rising
228,Advent Rising,7.9,good,,,2005-08-09,79f55393-8675-4a5b-b14a-815124237c3c,/articles/2005/08/09/advent-rising,Advent Rising,2005-05-31,"['Xbox', 'PC']",Action,Dolby Digital 5.1,,GlyphX Inc.,Majesco,68186260-7515-48cc-b1a2-839cbc261396,/games/advent-rising
229,Adventure Island Review,7.5,good,Lucas M. Thomas,,2011-12-02,76028d2b-0eb2-4be6-aaaf-e35f78475fe5,/articles/2011/12/02/adventure-island-review,Adventure Island,1988-09-01,"['NES', 'Game Boy', 'Wireless', 'Wii', 'Nintendo 3DS', 'Wii U', 'TurboGrafx-16', 'Game Boy Advance']",Platformer,Memory Card,Adventure Island,Hudson Soft,"['Nintendo', 'Hudson Soft', 'GTI Software']",3ec22b03-ab2e-4bbc-8928-0c060bec7f6f,/games/adventure-island
230,Adventure Island Review,5.5,mediocre,Lucas M. Thomas,,2007-09-18,9371198e-b33d-49e1-9852-a56369ae946d,/articles/2007/09/18/adventure-island-review-2,Adventure Island,1988-09-01,"['NES', 'Game Boy', 'Wireless', 'Wii', 'Nintendo 3DS', 'Wii U', 'TurboGrafx-16', 'Game Boy Advance']",Platformer,Memory Card,Adventure Island,Hudson Soft,"['Nintendo', 'Hudson Soft', 'GTI Software']",3ec22b03-ab2e-4bbc-8928-0c060bec7f6f,/games/adventure-island
231,Adventure Island Review,5.5,mediocre,Lucas M. Thomas,,2007-09-18,f56acac5-f800-4c55-bca5-03c5e702e76a,/articles/2007/09/18/adventure-island-review-3,Adventure Island,1988-09-01,"['NES', 'Game Boy', 'Wireless', 'Wii', 'Nintendo 3DS', 'Wii U', 'TurboGrafx-16', 'Game Boy Advance']",Platformer,Memory Card,Adventure Island,Hudson Soft,"['Nintendo', 'Hudson Soft', 'GTI Software']",3ec22b03-ab2e-4bbc-8928-0c060bec7f6f,/games/adventure-island
232,Adventure Pinball: Forgotten Island,6.7,okay,,,2001-03-29,4e21fde5-96df-48bc-9eaa-ba7b9567aa6a,/articles/2001/03/29/adventure-pinball-forgotten-island,Adventure Pinball: Forgotten Island,2001-03-22,"['PC', 'Xbox', 'PlayStation 2']",Pinball,"['Memory Card', 'Number Of Players']",,"['Digital Eclipse Software', 'Digital Extremes']",Electronic Arts,c7d3082d-b102-4bc8-9355-eb61b7fc0ab5,/games/adventure-pinball-forgotten-island
233,Adventures of Lolo 2 Review,8,great,Lucas M. Thomas,,2008-02-07,0db1bc9b-acfd-478a-94ac-780329d11493,/articles/2008/02/07/adventures-of-lolo-2-review,Adventures of Lolo 2,1990-04-20,"['NES', 'Wii']","['Puzzle', 'Adventure']",Number Of Players,,HAL Laboratory,"['HAL Laboratory', 'HAL America']",72dabe0b-1a7c-4283-acac-d060b722dfaf,/games/adventures-of-lolo-2
234,Adventures of Lolo 2 Review,8,great,Lucas M. Thomas,,2008-02-06,acb4d244-d76d-42ff-9aa1-b3db3c72e899,/articles/2008/02/06/adventures-of-lolo-2-review-2,Adventures of Lolo 2,1990-04-20,"['NES', 'Wii']","['Puzzle', 'Adventure']",Number Of Players,,HAL Laboratory,"['HAL Laboratory', 'HAL America']",72dabe0b-1a7c-4283-acac-d060b722dfaf,/games/adventures-of-lolo-2
235,Adventures of Lolo Review,8,great,Lucas M. Thomas,,2007-08-11,2ddd7aca-a8e4-4df5-b3d9-7707c5aef9e9,/articles/2007/08/11/adventures-of-lolo-review,Adventures of Lolo,1989-04-20,"['NES', 'Wii', 'Nintendo 3DS', 'Wii U', 'Nintendo Switch', 'Game Boy']","['Adventure', 'Puzzle']",,,HAL Laboratory,"['Nintendo', 'HAL America']",b4b24aeb-51c3-4f3e-bcee-2295b3e94ce9,/games/adventures-of-lolo
236,Adventures to Go Review,6.5,okay,Levi Buchanan,,2009-11-17,07019b6f-e08d-439f-bbe7-155e2eaa2edd,/articles/2009/11/17/adventures-to-go-review,Adventures to Go,2009-10-27,PlayStation Portable,"['Strategy', 'RPG']",Number Of Players,,Global A Entertainment,"['Natsume', 'Global A Entertainment']",0e64b122-b20b-4043-8c9b-b119bbc6e012,/games/adventures-to-go-139403
237,Adventure Time: Explore the Dungeon Because I DON'T KNOW! Review,3.5,awful,Keza MacDonald,,2013-12-06,e976d8ed-33b1-4cac-96ff-f8d276b8a0ce,/articles/2013/12/06/adventure-time-explore-the-dungeon-because-i-dont-know-review,Adventure Time: Explore the Dungeon Because I Don't Know!,2013-11-19,"['Wii U', 'PlayStation 3', 'Xbox 360', 'PC', 'Nintendo 3DS']",Adventure,"['Number Of Players', 'Local - Co-Op # of Players']",Adventure Time,WayForward Technologies,"['Bandai Namco Games', 'D3 Publisher']",ef469f38-6343-4196-b670-bb04799193c6,/games/adventure-time-explore-the-dungeon-because-i-dont-know
238,Adventure Time: Hey Ice King! Why'd You Steal Our Garbage? Review,8.5,great,Lucas M. Thomas,,2012-11-22,c347c9c7-13d6-4c2d-afbd-468617afadd7,/articles/2012/11/22/adventure-time-hey-ice-king-whyd-you-steal-our-garbage-review,Adventure Time: Hey Ice King! Why'd You Steal Our Garbage?,2012-11-13,"['Nintendo DS', 'Nintendo 3DS']",Adventure,Number Of Players,Adventure Time,WayForward Technologies,D3 Publisher,48195283-c4be-4594-b7ef-87b71e5ba0ce,/games/adventure-time-hey-ice-king-whyd-you-steal-our-garbage
239,Adventure Time: Pirates of the Enchiridion Review,5.8,mediocre,Hope Corrigan,,2018-07-18,2007cae7-b7c7-4dfd-a8ca-752ed9a0ad2e,/articles/2018/07/18/adventure-time-pirates-of-the-enchiridion-review,Adventure Time: Pirates of the Enchiridion,2018-07-17,"['PC', 'Nintendo Switch', 'PlayStation 4', 'Xbox One', 'Stadia']",Adventure,,Adventure Time,Climax Studios,Outright Games,f275ea31-b6be-4d79-9166-9e2771ebde82,/games/adventure-time-pirates-of-the-enchiridion
240,Aedis Eclipse: Generations of Chaos Review,6.9,okay,Jeff Haynes,,2007-04-25,affbf4fa-7695-4cf1-8fb3-b40a6eb7da9b,/articles/2007/04/25/aedis-eclipse-generations-of-chaos-review,Aedis Eclipse ~Generation of Chaos~,2007-04-24,"['PlayStation Portable', 'PlayStation 2']","['Strategy', 'RPG']","['Number Of Players', 'Vibration', 'Memory Card', 'DualShock']",Generation of Chaos,Never-Land Company,"['NIS', 'Idea Factory']",ee7d40a3-e33f-406e-ae73-9bf0562d2993,/games/aedis-eclipse-generation-of-chaos
241,Aeon Flux,7.8,good,Charles Onyett,,2005-11-14,7ba9f59d-82a1-4c21-9217-1367503572bf,/articles/2005/11/14/aeon-flux-2,Aeon Flux,2005-11-15,"['PlayStation 2', 'Xbox']",Action,"['Number Of Players', 'Memory Card']",Aeon Flux,Terminal Reality,"['Ingram Entertainment', 'Majesco']",04ec13f9-daa4-4954-977e-ea692f94461a,/games/aeon-flux-805291
242,Aeon Flux,7.8,good,Charles Onyett,,2005-11-14,a34f96e6-3eff-4573-b7a9-f4da7facb756,/articles/2005/11/14/aeon-flux-3,Aeon Flux,2005-11-15,"['PlayStation 2', 'Xbox']",Action,"['Number Of Players', 'Memory Card']",Aeon Flux,Terminal Reality,"['Ingram Entertainment', 'Majesco']",04ec13f9-daa4-4954-977e-ea692f94461a,/games/aeon-flux-805291
243,Aera Review,6.5,okay,Levi Buchanan,,2009-09-21,36aba8fc-b3dc-41cf-809a-47890e0ffdf1,/articles/2009/09/21/aera-review,Aera,2009-09-18,iPhone,"['Flight', 'Simulation']",,,iChromo,iChromo,42bff483-32e1-441d-80c6-9c443d1d0986,/games/aera
244,Aerial Strike,6,okay,Steve Butts,,2005-02-16,d9b6687c-be0e-429a-9f6e-5706a5dfec7f,/articles/2005/02/16/aerial-strike,Aerial Strike: Low Altitude -- High Stakes,2005-02-03,PC,"['Action', 'Flight']","['Online', 'Number Of Players', 'Memory Card']",,Yager Development,"['THQ', 'DreamCatcher Interactive']",a117fa73-36db-48fb-9bad-22f323b01e35,/games/aerial-strike-low-altitude-high-stakes
245,Aero Dancing F (Import),7.2,good,,,2000-03-03,4c7dd6ed-8e2e-42e5-a49a-b8bfc7f99ff9,/articles/2000/03/03/aero-dancing-f-import,Aero Dancing F: Todoroki Tsubasa no Hatsu Hikou,2000-08-09,Dreamcast,Flight,"['Memory Card', 'DualShock', 'Number Of Players', 'Vibration']",,CRI,"['CRI', 'Electro Source', 'Crave Entertainment']",45212034-3535-412d-bc42-08e559c0931e,/games/aero-dancing-f-todoroki-tsubasa-no-hatsu-hikou
246,Aero Elite Combat Academy,6.5,okay,,,2003-03-24,1264bc64-1fdd-461a-a423-8391e7c5c17d,/articles/2003/03/24/aero-elite-combat-academy,Aero Elite: Combat Academy,2003-03-11,PlayStation 2,"['Flight', 'Action']","['Memory Card', 'Number Of Players', 'Vibration', 'DualShock', 'Memory Blocks']",,SEGA-AM2,"['SEGA', 'Ingram Entertainment']",4d66723a-4143-493c-a5e4-c6bae39c8c1f,/games/aero-elite-combat-academy
247,AeroFighters Assault Review,5,mediocre,Peer Schneider,,1997-12-02,67aed98d-c0f5-424a-aafc-de543092a430,/articles/1997/12/02/aerofighters-assault,AeroFighters Assault,1997-11-22,Nintendo 64,Shooter,"['Number Of Players', 'Memory Card']",Aero Fighters - Sonic Wings,Paradigm Entertainment,"['Electro Source', 'Video System']",f87d025c-7b6e-46a9-ae99-df9c4206acbc,/games/aerofighters-assault
248,Aero Gauge,5.2,mediocre,Matt Casamassina,,1998-05-22,5246c93e-8387-42ce-b758-f28e0770a7e3,/articles/1998/05/22/aero-gauge,Aero Gauge,1998-05-21,Nintendo 64,Racing,"['Number Of Players', 'Memory Card', 'Vibration']",,Locomotive (JP),"['ASCII Entertainment', 'Electro Source']",039bdaa2-704f-4377-a8ae-36d5073aafdd,/games/aero-gauge
249,Aerolite iPhone Review,7,good,George Roush,,2008-11-24,5a9bb150-4024-4364-bf99-9ea528231ed1,/articles/2008/11/24/aerolite-iphone-review,Aerolite,2008-11-24,iPhone,Shooter,Number Of Players,,Sputnik Games,Sputnik Games,b84980c5-e7d8-495e-992e-ad572ae656eb,/games/aerolite
250,Aero the Acrobat,7.9,good,Craig Harris,,2002-06-24,8b4d5339-02fc-4a2a-90bd-f58471c1eb4e,/articles/2002/06/24/aero-the-acrobat,Aero the Acrobat,1993-02-17,"['Super NES', 'Genesis', 'Game Boy Advance', 'Wii']",Platformer,Number Of Players,Aero the Acrobat,"['Gaijinworks', 'Iguana Entertainment', 'Atomic Planet']","['Sunsoft', 'Metro 3D (M3)']",27baf9bf-0dd7-4085-9503-057e680cdcaf,/games/aero-the-acrobat
251,Aero the Acrobat 2 Review,7,good,Lucas M. Thomas,,2010-09-21,6bec94e1-fb88-4af0-982d-7f03ff141b3a,/articles/2010/09/21/aero-the-acrobat-2-review,Aero the Acrobat 2,1994-04-01,"['Genesis', 'Super NES', 'Wii', 'Game Boy Advance']",Platformer,"['Number Of Players', 'Password Save']",Aero the Acrobat,"['Iguana Entertainment', 'Gaijinworks']","['Metro 3D (M3)', 'Sunsoft']",e0ea70d6-4f5b-4e3c-87b2-4fdd7b4685cc,/games/aero-the-acrobat-2
252,Aero the Acrobat Review,7.5,good,Lucas M. Thomas,,2010-07-26,d224ae5a-6e0b-4260-81f9-ad2d16fc683a,/articles/2010/07/26/aero-the-acrobat-review,Aero the Acrobat,1993-02-17,"['Super NES', 'Genesis', 'Game Boy Advance', 'Wii']",Platformer,Number Of Players,Aero the Acrobat,"['Gaijinworks', 'Iguana Entertainment', 'Atomic Planet']","['Sunsoft', 'Metro 3D (M3)']",27baf9bf-0dd7-4085-9503-057e680cdcaf,/games/aero-the-acrobat
253,AeroWings,8,great,,,1999-09-09,738b938f-e4b6-4007-9b06-7fcc38f0f457,/articles/1999/09/09/aerowings,AeroWings,1999-09-13,Dreamcast,Flight,"['DualShock', 'Vibration', 'Memory Card', 'Number Of Players']",,CRI,"['Electro Source', 'Crave Entertainment']",a7397261-589c-4bca-929b-a73aabac0be7,/games/aerowings
254,Aerowings 2: Air Strike,8,great,,,2000-08-19,2fe64c55-b087-4024-bfc0-7f641cc7e66b,/articles/2000/08/19/aerowings-2-air-strike,Aero Dancing F: Todoroki Tsubasa no Hatsu Hikou,2000-08-09,Dreamcast,Flight,"['Memory Card', 'DualShock', 'Number Of Players', 'Vibration']",,CRI,"['CRI', 'Electro Source', 'Crave Entertainment']",45212034-3535-412d-bc42-08e559c0931e,/games/aero-dancing-f-todoroki-tsubasa-no-hatsu-hikou
255,AFL Live Review,6,okay,,,2011-04-27,a6fecabd-d11f-4d9e-be42-22c57a528eb1,/articles/2011/04/27/afl-live-review,AFL,,"['Wii', 'PC', 'Xbox 360', 'PlayStation 3']",Sports,"['Number Of Players', 'Online - VS Number Of Players', 'Online', 'Local - VS # of Players']",AFL Evolution,"['Wicked Witch Software', 'Big Ant Studios']",Tru Blu Entertainment,42a2e66a-304e-4012-9b29-cefaeb258f18,/games/afl
256,Afrika Review,3.5,awful,Greg Miller,,2009-10-06,38604b74-5c74-4629-bd18-e4233e166bbf,/articles/2009/10/06/afrika-review,Afrika,2009-10-08,PlayStation 3,Adventure,Number Of Players,,Rhino Studios,"['Sony Computer Entertainment', 'Natsume']",ec593816-4374-4f12-acbc-c5ff0d4bce7f,/games/afrika
257,Afro Samurai AU Review,6.2,okay,Patrick Kolan,,2009-02-27,0308b2b3-eeed-4b68-90a4-9c66061f0619,/articles/2009/02/27/afro-samurai-au-review,Afro Samurai,2009-01-27,"['Xbox 360', 'PlayStation 3']",Action,Number Of Players,,Bandai Namco Games,Surge,8ee7942c-3dfa-4d89-90d8-2a4d1d13415c,/games/afro-samurai
258,Afro Samurai Review,6.6,okay,Greg Miller,,2009-01-27,6c925306-31a0-4f18-b6f7-f9394da61aed,/articles/2009/01/27/afro-samurai-review,Afro Samurai,2009-01-27,"['Xbox 360', 'PlayStation 3']",Action,Number Of Players,,Bandai Namco Games,Surge,8ee7942c-3dfa-4d89-90d8-2a4d1d13415c,/games/afro-samurai
259,After Burner: Black Falcon Review,7.9,good,Greg Miller,,2007-03-16,7b9a8fce-db54-437c-93c7-81145270fca2,/articles/2007/03/16/after-burner-black-falcon-review,After Burner: Black Falcon,2007-03-20,PlayStation Portable,"['Action', 'Flight']","['Multi-cartridge Multiplayer', 'Local - Co-Op # of Players', 'Local - VS # of Players', 'Number Of Players']",,Planet Moon Studios,SEGA,471ba6a0-496a-4fd0-a0af-8d7260f09933,/games/after-burner-black-falcon
260,After Burner: Climax Review,7.5,good,Anthony Gallegos,,2010-04-21,8b4b1a04-23d1-4351-b79c-3f549c24abb6,/articles/2010/04/21/after-burner-climax-review-2,After Burner Climax,2006-12-31,"['Arcade', 'Xbox 360', 'PlayStation 3', 'iPhone']","['Flight', 'Action']","['Online Leaderboards', 'Number Of Players']",,SEGA,SEGA,3814d0b9-11c9-4b01-8c7e-6f47e3f99aa9,/games/after-burner-climax
261,After Burner: Climax Review,7.5,good,Anthony Gallegos,,2010-04-22,b23dc229-5383-460e-ac3f-3353d17ba2ac,/articles/2010/04/22/after-burner-climax-review,After Burner Climax,2006-12-31,"['Arcade', 'Xbox 360', 'PlayStation 3', 'iPhone']","['Flight', 'Action']","['Online Leaderboards', 'Number Of Players']",,SEGA,SEGA,3814d0b9-11c9-4b01-8c7e-6f47e3f99aa9,/games/after-burner-climax
262,After Burner II,5,mediocre,Levi Buchanan,,2005-06-29,6c4ec773-20d8-429e-bfcb-e1f245a19a86,/articles/2005/06/29/after-burner-ii,After Burner II,1990-01-01,"['Genesis', 'Saturn', 'Wireless', 'TurboGrafx-16', 'PlayStation 2']","['Action', 'Shooter', 'Flight']","['Number Of Players', 'Memory Card', 'Vibration', 'DualShock', 'Stereo Surround']",,"['SEGA', '3D Ages']","['SEGA', 'NEC Interchannel', 'SEGA Mobile', '3D Ages']",18acddaf-8c20-4e13-9877-c9faad092bc9,/games/after-burner-2
263,Afterfall: Insanity Review,4.5,bad,Anthony Gallegos,,2012-01-12,b1ad8514-7590-41c4-b126-a746151ef2a6,/articles/2012/01/12/afterfall-insanity-review,Afterfall: Insanity,,"['PC', 'Xbox 360', 'PlayStation 3']",Shooter,,Afterfall,Intoxicate,NEG,908ab8d4-65f4-423c-acc2-d1a5896795f4,/games/afterfall-insanity
264,Afterparty Review,8.5,great,Jonathon Dornbush,,2019-10-28,e758d709-cea9-48d1-a5bd-08c9de1fa1fe,/articles/2019/10/28/afterparty-review,Afterparty,2019-10-29,"['PlayStation 4', 'PC', 'Xbox One', 'Nintendo Switch']",Adventure,,,Night School,,5d34f516-0e83-45a0-aada-2359644debbe,/games/afterparty
265,AfterZoom Review,7.5,good,Lucas M. Thomas,,2011-07-17,db5b32fc-c200-4644-a8f2-1f2629dd4f5e,/articles/2011/07/17/afterzoom-review,AfterZoom,2011-07-14,Nintendo DSi,Simulation,Number Of Players,,Abylight,Abylight,141ebbe8-4580-4215-88f2-2d386f37f1d0,/games/afterzoom
266,Again Review,4.5,bad,,,2010-04-14,487e9408-d5bd-499c-b0c0-49e0f5cb1221,/articles/2010/04/14/again-review,Again,2010-03-30,Nintendo DS,Adventure,Number Of Players,,Cing Inc.,Tecmo,8c91fbee-16f3-47b5-9824-a28dabef2589,/games/again
267,A Game of Thrones: Genesis Review,6,okay,,,2011-10-14,963f2a93-2c71-4628-9761-d4e3a340425a,/articles/2011/10/14/a-game-of-thrones-genesis-review,A Game of Thrones: Genesis,2011-09-29,PC,Strategy,"['Online - VS Number Of Players', 'Online']",Game of Thrones,Cyanide,Focus Home Interactive,8a28bf55-58b9-4cbe-803a-93602174ed04,/games/a-game-of-thrones-genesis
268,Agatha Christie: And Then There Were None,7,good,,,2005-12-14,f239efd5-dc2e-410a-8a07-6aca679daa6b,/articles/2005/12/14/agatha-christie-and-then-there-were-none,Agatha Christie: And Then There Were None,2005-10-25,"['PC', 'Wii']",Adventure,Number Of Players,,AWE Games,The Adventure Company,e3846a3a-b119-4aba-bdb0-b51c05c21c89,/games/agatha-christie-and-then-there-were-none
269,Agatha Christie: And Then There Were None Review,4.9,bad,Matt Casamassina,,2008-03-01,bb1499a1-18ac-4af2-9ff1-1e79526f40d1,/articles/2008/03/01/agatha-christie-and-then-there-were-none-review,Agatha Christie: And Then There Were None,2005-10-25,"['PC', 'Wii']",Adventure,Number Of Players,,AWE Games,The Adventure Company,e3846a3a-b119-4aba-bdb0-b51c05c21c89,/games/agatha-christie-and-then-there-were-none
270,Agatha Christie: Death on the Nile Review,5.3,mediocre,,,2008-11-19,1492306b-7f6e-433a-bedd-1bb63d005125,/articles/2008/11/19/agatha-christie-death-on-the-nile-review,Agatha Christie: Death on the Nile,2008-10-13,PC,Adventure,Number Of Players,,AWE Games,The Adventure Company,97e6df8b-78d1-4b2e-ad33-d92d50640106,/games/agatha-christie-death-on-the-nile
271,Agatha Christie Evil Under the Sun Review,6,okay,,,2007-10-22,287ccefb-941b-43c6-8fcc-bb5ec88e986d,/articles/2007/10/22/agatha-christie-evil-under-the-sun-review-2,Agatha Christie: Evil Under the Sun,2007-10-15,"['PC', 'Wii']",Adventure,Number Of Players,,"['AWE Games', 'Gunnar Games']","['DreamCatcher Interactive', 'The Adventure Company']",bac675c9-6779-4cb8-90a0-fec67dc2678d,/games/agatha-christie-evil-under-the-sun
